utterance_id	batch	pattern	diphone_index	diphone
132	single	1	5	i.-b
132	single	1	6	b-n
132	single	1	7	n-a
132	single	1	8	a-_
133	single	1	1	_-u
133	single	1	2	u-b
133	single	1	3	b-s
133	single	1	4	s-a
133	single	1	5	a-m
133	single	1	6	m-s.
133	single	1	7	s.-u.
133	single	1	8	u.-_
134	single	2	1	_-q
134	single	2	2	q-u.
134	single	2	3	u.-n
134	single	2	4	n-u
134	single	2	5	u-d
134	single	2	6	d-m
134	single	2	7	m-u
134	single	2	8	u-H
134	single	2	9	H-_
135	single	3	1	_-g
135	single	3	2	g-u.
135	single	3	3	u.-i.
135	single	3	4	i.-s.
135	single	3	5	s.-e.
135	single	3	6	e.-i.
135	single	3	7	i.-w
135	single	3	8	w-_
136	single	2	1	_-q
136	single	2	2	q-u.
136	single	2	3	u.-?
136	single	2	4	?-i
136	single	2	5	i-r
136	single	2	6	r-n
136	single	2	7	n-a
136	single	2	8	a-t
136	single	2	9	t-_
137	single	2	1	_-b
137	single	2	2	b-a.
137	single	2	3	a.-q
137	single	2	4	q-i.
137	single	2	5	i.-?
137	single	2	6	?-m
137	single	2	7	m-a
137	single	2	8	a-m
137	single	2	9	m-_
138	single	1	1	_-u
138	single	1	2	u-X
138	single	1	3	X-b
138	single	1	4	b-e
138	single	1	5	e-g
138	single	1	6	g-s
138	single	1	7	s-e
138	single	1	8	e-_
139	single	1	1	_-u
139	single	1	2	u-S
139	single	1	3	S-S
139	single	1	4	S-e.
139	single	1	5	e.-s.
139	single	1	6	s.-H
139	single	1	7	H-e
139	single	1	8	e-_
140	single	1	1	_-i
140	single	1	2	i-q
140	single	1	3	q-S
140	single	1	4	S-i.
140	single	1	5	i.-s.
140	single	1	6	s.-X
140	single	1	7	X-e
140	single	1	8	e-_
141	single	1	1	_-a
141	single	1	2	a-j
141	single	1	3	j-H
141	single	1	4	H-a
141	single	1	5	a-X
141	single	1	6	X-n
141	single	1	7	n-e
141	single	1	8	e-_
142	single	1	1	_-i
142	single	1	2	i-x
142	single	1	3	x-l
142	single	1	4	l-i
142	single	1	5	i-t
142	single	1	6	t-q
142	single	1	7	q-i.
142	single	1	8	i.-_
143	single	2	1	_-k
143	single	2	2	k-e
143	single	2	3	e-b
143	single	2	4	b-i
143	single	2	5	i-w
143	single	2	6	w-k
143	single	2	7	k-e
143	single	2	8	e-t.
143	single	2	9	t.-_
144	single	3	1	_-n
144	single	3	2	n-e.
144	single	3	3	e.-e.
144	single	3	4	e.-q
144	single	3	5	q-e.
144	single	3	6	e.-e.
144	single	3	7	e.-X
144	single	3	8	X-_
145	single	3	1	_-t.
145	single	3	2	t.-i.
145	single	3	3	i.-a.
145	single	3	4	a.-z
145	single	3	5	z-e
145	single	3	6	e-u
145	single	3	7	u-l
145	single	3	8	l-_
146	single	2	1	_-w
146	single	2	2	w-a.
146	single	2	3	a.-q
146	single	2	4	q-a.
146	single	2	5	a.-s
146	single	2	6	s-m
146	single	2	7	m-i
146	single	2	8	i-?
146	single	2	9	?-_
147	single	1	1	_-u
147	single	1	2	u-?
147	single	1	3	?-x
147	single	1	4	x-e
147	single	1	5	e-g
147	single	1	6	g-p
147	single	1	7	p-e
147	single	1	8	e-_
148	single	1	1	_-e
148	single	1	2	e-r
148	single	1	3	r-?
148	single	1	4	?-a.
148	single	1	5	a.-q
148	single	1	6	q-r
148	single	1	7	r-i
148	single	1	8	i-_
149	single	1	1	_-a
149	single	1	2	a-m
149	single	1	3	m-q
149	single	1	4	q-a.
149	single	1	5	a.-k
149	single	1	6	k-t.
149	single	1	7	t.-e.
149	single	1	8	e.-_
150	single	1	1	_-i
150	single	1	2	i-?
150	single	1	3	?-t.
150	single	1	4	t.-e.
150	single	1	5	e.-p
150	single	1	6	p-s
150	single	1	7	s-a
150	single	1	8	a-_
151	single	1	1	_-i
151	single	1	2	i-b
151	single	1	3	b-t.
151	single	1	4	t.-a.
151	single	1	5	a.-r
151	single	1	6	r-g
151	single	1	7	g-a
151	single	1	8	a-_
152	single	2	1	_-X
152	single	2	2	X-u.
152	single	2	3	u.-q
152	single	2	4	q-e.
152	single	2	5	e.-k
152	single	2	6	k-d
152	single	2	7	d-u
152	single	2	8	u-t.
152	single	2	9	t.-_
153	single	3	1	_-x
153	single	3	2	x-e
153	single	3	3	e-i
153	single	3	4	i-g
153	single	3	5	g-e
153	single	3	6	e-a
153	single	3	7	a-p
153	single	3	8	p-_
154	single	1	1	_-u
154	single	1	2	u-S
154	single	1	3	S-s.
154	single	1	4	s.-a.
154	single	1	5	a.-H
154	single	1	6	H-k
154	single	1	7	k-a
154	single	1	8	a-_
155	single	2	1	_-k
155	single	2	2	k-i
155	single	2	3	i-s.
155	single	2	4	s.-e.
155	single	2	5	e.-r
155	single	2	6	r-s.
155	single	2	7	s.-e.
155	single	2	8	e.-b
155	single	2	9	b-_
156	single	2	1	_-s.
156	single	2	2	s.-a.
156	single	2	3	a.-X
156	single	2	4	X-a.
156	single	2	5	a.-t.
156	single	2	6	t.-?
156	single	2	7	?-e.
156	single	2	8	e.-q
156	single	2	9	q-_
157	single	1	1	_-u
157	single	1	2	u-n
157	single	1	3	n-s.
157	single	1	4	s.-a.
157	single	1	5	a.-x
157	single	1	6	x-t.
157	single	1	7	t.-e.
157	single	1	8	e.-_
158	single	3	1	_-s
158	single	3	2	s-a.
158	single	3	3	a.-u.
158	single	3	4	u.-t.
158	single	3	5	t.-a.
158	single	3	6	a.-e.
158	single	3	7	e.-g
158	single	3	8	g-_
159	single	2	1	_-g
159	single	2	2	g-a.
159	single	2	3	a.-t.
159	single	2	4	t.-i.
159	single	2	5	i.-k
159	single	2	6	k-m
159	single	2	7	m-a.
159	single	2	8	a.-s.
159	single	2	9	s.-_
160	single	2	1	_-w
160	single	2	2	w-u.
160	single	2	3	u.-t.
160	single	2	4	t.-a.
160	single	2	5	a.-b
160	single	2	6	b-q
160	single	2	7	q-u.
160	single	2	8	u.-s
160	single	2	9	s-_
161	single	2	1	_-n
161	single	2	2	n-u.
161	single	2	3	u.-q
161	single	2	4	q-a.
161	single	2	5	a.-m
161	single	2	6	m-s.
161	single	2	7	s.-u.
161	single	2	8	u.-?
161	single	2	9	?-_
162	single	3	1	_-H
162	single	3	2	H-i.
162	single	3	3	i.-u.
162	single	3	4	u.-t.
162	single	3	5	t.-u.
162	single	3	6	u.-a.
162	single	3	7	a.-m
162	single	3	8	m-_
163	single	1	1	_-e
163	single	1	2	e-s.
163	single	1	3	s.-s.
163	single	1	4	s.-e.
163	single	1	5	e.-r
163	single	1	6	r-x
163	single	1	7	x-a
163	single	1	8	a-_
164	single	1	1	_-a
164	single	1	2	a-g
164	single	1	3	g-t.
164	single	1	4	t.-e.
164	single	1	5	e.-l
164	single	1	6	l-r
164	single	1	7	r-u
164	single	1	8	u-_
165	single	2	1	_-w
165	single	2	2	w-e.
165	single	2	3	e.-q
165	single	2	4	q-u.
165	single	2	5	u.-H
165	single	2	6	H-l
165	single	2	7	l-a
165	single	2	8	a-l
165	single	2	9	l-_
166	single	1	1	_-e
166	single	1	2	e-q
166	single	1	3	q-z
166	single	1	4	z-u.
166	single	1	5	u.-s.
166	single	1	6	s.-s
166	single	1	7	s-i
166	single	1	8	i-_
167	single	1	1	_-u
167	single	1	2	u-k
167	single	1	3	k-q
167	single	1	4	q-a.
167	single	1	5	a.-p
167	single	1	6	p-d
167	single	1	7	d-a
167	single	1	8	a-_
168	single	1	1	_-u
168	single	1	2	u-?
168	single	1	3	?-t
168	single	1	4	t-a
168	single	1	5	a-t.
168	single	1	6	t.-t
168	single	1	7	t-i
168	single	1	8	i-_
169	single	2	1	_-b
169	single	2	2	b-a.
169	single	2	3	a.-q
169	single	2	4	q-e.
169	single	2	5	e.-w
169	single	2	6	w-x
169	single	2	7	x-e.
169	single	2	8	e.-t.
169	single	2	9	t.-_
170	single	1	1	_-i
170	single	1	2	i-m
170	single	1	3	m-S
170	single	1	4	S-u.
170	single	1	5	u.-t.
170	single	1	6	t.-p
170	single	1	7	p-u
170	single	1	8	u-_
171	single	2	1	_-n
171	single	2	2	n-a.
171	single	2	3	a.-q
171	single	2	4	q-e.
171	single	2	5	e.-s
171	single	2	6	s-t.
171	single	2	7	t.-u.
171	single	2	8	u.-s
171	single	2	9	s-_
172	single	1	1	_-e
172	single	1	2	e-q
172	single	1	3	q-x
172	single	1	4	x-i
172	single	1	5	i-H
172	single	1	6	H-g
172	single	1	7	g-u
172	single	1	8	u-_
173	single	3	1	_-m
173	single	3	2	m-e.
173	single	3	3	e.-a.
173	single	3	4	a.-s.
173	single	3	5	s.-a.
173	single	3	6	a.-i.
173	single	3	7	i.-?
173	single	3	8	?-_
174	single	1	1	_-i
174	single	1	2	i-w
174	single	1	3	w-?
174	single	1	4	?-i.
174	single	1	5	i.-q
174	single	1	6	q-k
174	single	1	7	k-i
174	single	1	8	i-_
175	single	1	1	_-a
175	single	1	2	a-k
175	single	1	3	k-z
175	single	1	4	z-a
175	single	1	5	a-X
175	single	1	6	X-r
175	single	1	7	r-u
175	single	1	8	u-_
176	single	1	1	_-e
176	single	1	2	e-n
176	single	1	3	n-b
176	single	1	4	b-i.
176	single	1	5	i.-s.
176	single	1	6	s.-g
176	single	1	7	g-e
176	single	1	8	e-_
177	single	1	1	_-e
177	single	1	2	e-X
177	single	1	3	X-X
177	single	1	4	X-u.
177	single	1	5	u.-q
177	single	1	6	q-j
177	single	1	7	j-e
177	single	1	8	e-_
178	single	1	1	_-u
178	single	1	2	u-w
178	single	1	3	w-s.
178	single	1	4	s.-a.
178	single	1	5	a.-S
178	single	1	6	S-x
178	single	1	7	x-i
178	single	1	8	i-_
179	single	1	1	_-i
179	single	1	2	i-t.
179	single	1	3	t.-p
179	single	1	4	p-u.
179	single	1	5	u.-t.
179	single	1	6	t.-x
179	single	1	7	x-a
179	single	1	8	a-_
180	single	1	1	_-i
180	single	1	2	i-p
180	single	1	3	p-S
180	single	1	4	S-i
180	single	1	5	i-d
180	single	1	6	d-r
180	single	1	7	r-e
180	single	1	8	e-_
181	single	1	1	_-u
181	single	1	2	u-t
181	single	1	3	t-d
181	single	1	4	d-u
181	single	1	5	u-s
181	single	1	6	s-k
181	single	1	7	k-u
181	single	1	8	u-_
182	single	2	1	_-x
182	single	2	2	x-i
182	single	2	3	i-l
182	single	2	4	l-i.
182	single	2	5	i.-s.
182	single	2	6	s.-z
182	single	2	7	z-u.
182	single	2	8	u.-t.
182	single	2	9	t.-_
183	single	1	1	_-e
183	single	1	2	e-H
183	single	1	3	H-s
183	single	1	4	s-a
183	single	1	5	a-k
183	single	1	6	k-w
183	single	1	7	w-e
183	single	1	8	e-_
184	single	1	1	_-i
184	single	1	2	i-p
184	single	1	3	p-s.
184	single	1	4	s.-u.
184	single	1	5	u.-r
184	single	1	6	r-H
184	single	1	7	H-a
184	single	1	8	a-_
185	single	1	1	_-u
185	single	1	2	u-t.
185	single	1	3	t.-q
185	single	1	4	q-a.
185	single	1	5	a.-t
185	single	1	6	t-j
185	single	1	7	j-e
185	single	1	8	e-_
186	single	2	1	_-t.
186	single	2	2	t.-i.
186	single	2	3	i.-k
186	single	2	4	k-i
186	single	2	5	i-s.
186	single	2	6	s.-t.
186	single	2	7	t.-i.
186	single	2	8	i.-s
186	single	2	9	s-_
187	single	2	1	_-q
187	single	2	2	q-u.
187	single	2	3	u.-r
187	single	2	4	r-u
187	single	2	5	u-s
187	single	2	6	s-q
187	single	2	7	q-e.
187	single	2	8	e.-H
187	single	2	9	H-_
188	single	3	1	_-m
188	single	3	2	m-u.
188	single	3	3	u.-e.
188	single	3	4	e.-t.
188	single	3	5	t.-a.
188	single	3	6	a.-u.
188	single	3	7	u.-t
188	single	3	8	t-_
189	single	2	1	_-?
189	single	2	2	?-a.
189	single	2	3	a.-q
189	single	2	4	q-u.
189	single	2	5	u.-n
189	single	2	6	n-g
189	single	2	7	g-i
189	single	2	8	i-t
189	single	2	9	t-_
190	single	1	1	_-e
190	single	1	2	e-z
190	single	1	3	z-s
190	single	1	4	s-i.
190	single	1	5	i.-s.
190	single	1	6	s.-H
190	single	1	7	H-u
190	single	1	8	u-_
191	single	1	1	_-a
191	single	1	2	a-s.
191	single	1	3	s.-t.
191	single	1	4	t.-u.
191	single	1	5	u.-?
191	single	1	6	?-x
191	single	1	7	x-e
191	single	1	8	e-_
192	single	2	1	_-l
192	single	2	2	l-a.
192	single	2	3	a.-q
192	single	2	4	q-e.
192	single	2	5	e.-X
192	single	2	6	X-q
192	single	2	7	q-e.
192	single	2	8	e.-n
192	single	2	9	n-_
193	single	3	1	_-g
193	single	3	2	g-e.
193	single	3	3	e.-a.
193	single	3	4	a.-s.
193	single	3	5	s.-u.
193	single	3	6	u.-i.
193	single	3	7	i.-d
193	single	3	8	d-_
194	single	1	1	_-u
194	single	1	2	u-z
194	single	1	3	z-q
194	single	1	4	q-u.
194	single	1	5	u.-b
194	single	1	6	b-z
194	single	1	7	z-e
194	single	1	8	e-_
195	single	1	1	_-u
195	single	1	2	u-d
195	single	1	3	d-t
195	single	1	4	t-u
195	single	1	5	u-s
195	single	1	6	s-n
195	single	1	7	n-i
195	single	1	8	i-_
196	single	1	1	_-a
196	single	1	2	a-b
196	single	1	3	b-?
196	single	1	4	?-a.
196	single	1	5	a.-q
196	single	1	6	q-p
196	single	1	7	p-a
196	single	1	8	a-_
197	single	1	1	_-a
197	single	1	2	a-X
197	single	1	3	X-z
197	single	1	4	z-a.
197	single	1	5	a.-s.
197	single	1	6	s.-t
197	single	1	7	t-u
197	single	1	8	u-_
198	single	1	1	_-e
198	single	1	2	e-j
198	single	1	3	j-s.
198	single	1	4	s.-u.
198	single	1	5	u.-z
198	single	1	6	z-X
198	single	1	7	X-u
198	single	1	8	u-_
199	single	2	1	_-S
199	single	2	2	S-i.
199	single	2	3	i.-t.
199	single	2	4	t.-i.
199	single	2	5	i.-s
199	single	2	6	s-s.
199	single	2	7	s.-e.
199	single	2	8	e.-w
199	single	2	9	w-_
200	single	1	1	_-a
200	single	1	2	a-d
200	single	1	3	d-x
200	single	1	4	x-i.
200	single	1	5	i.-q
200	single	1	6	q-H
200	single	1	7	H-i
200	single	1	8	i-_
201	single	2	1	_-?
201	single	2	2	?-u.
201	single	2	3	u.-s.
201	single	2	4	s.-u.
201	single	2	5	u.-d
201	single	2	6	d-r
201	single	2	7	r-u
201	single	2	8	u-z
201	single	2	9	z-_
202	single	1	1	_-a
202	single	1	2	a-q
202	single	1	3	q-l
202	single	1	4	l-i
202	single	1	5	i-?
202	single	1	6	?-S
202	single	1	7	S-u
202	single	1	8	u-_
203	single	1	1	_-e
203	single	1	2	e-S
203	single	1	3	S-n
203	single	1	4	n-e.
203	single	1	5	e.-s.
203	single	1	6	s.-n
203	single	1	7	n-a
203	single	1	8	a-_
204	single	1	1	_-u
204	single	1	2	u-j
204	single	1	3	j-k
204	single	1	4	k-u
204	single	1	5	u-g
204	single	1	6	g-b
204	single	1	7	b-i
204	single	1	8	i-_
205	single	2	1	_-w
205	single	2	2	w-u.
205	single	2	3	u.-t.
205	single	2	4	t.-e.
205	single	2	5	e.-j
205	single	2	6	j-z
205	single	2	7	z-i
205	single	2	8	i-d
205	single	2	9	d-_
206	single	1	1	_-u
206	single	1	2	u-p
206	single	1	3	p-q
206	single	1	4	q-a.
206	single	1	5	a.-x
206	single	1	6	x-?
206	single	1	7	?-a
206	single	1	8	a-_
207	single	1	1	_-e
207	single	1	2	e-g
207	single	1	3	g-t.
207	single	1	4	t.-e.
207	single	1	5	e.-t
207	single	1	6	t-m
207	single	1	7	m-i
207	single	1	8	i-_
208	single	3	1	_-t.
208	single	3	2	t.-a.
208	single	3	3	a.-i.
208	single	3	4	i.-z
208	single	3	5	z-e.
208	single	3	6	e.-i.
208	single	3	7	i.-q
208	single	3	8	q-_
209	single	1	1	_-u
209	single	1	2	u-w
209	single	1	3	w-w
209	single	1	4	w-e.
209	single	1	5	e.-q
209	single	1	6	q-t
209	single	1	7	t-a
209	single	1	8	a-_
210	single	3	1	_-r
210	single	3	2	r-i
210	single	3	3	i-u
210	single	3	4	u-X
210	single	3	5	X-i.
210	single	3	6	i.-e.
210	single	3	7	e.-t.
210	single	3	8	t.-_
211	single	1	1	_-i
211	single	1	2	i-m
211	single	1	3	m-m
211	single	1	4	m-a.
211	single	1	5	a.-t.
211	single	1	6	t.-z
211	single	1	7	z-e
211	single	1	8	e-_
212	single	2	1	_-d
212	single	2	2	d-i
212	single	2	3	i-p
212	single	2	4	p-e.
212	single	2	5	e.-q
212	single	2	6	q-t.
212	single	2	7	t.-e.
212	single	2	8	e.-x
212	single	2	9	x-_
213	single	1	1	_-i
213	single	1	2	i-j
213	single	1	3	j-r
213	single	1	4	r-u.
213	single	1	5	u.-t.
213	single	1	6	t.-w
213	single	1	7	w-u
213	single	1	8	u-_
214	single	2	1	_-d
214	single	2	2	d-e
214	single	2	3	e-t.
214	single	2	4	t.-i.
214	single	2	5	i.-g
214	single	2	6	g-r
214	single	2	7	r-e.
214	single	2	8	e.-s.
214	single	2	9	s.-_
215	single	1	1	_-e
215	single	1	2	e-q
215	single	1	3	q-p
215	single	1	4	p-e.
215	single	1	5	e.-q
215	single	1	6	q-m
215	single	1	7	m-u
215	single	1	8	u-_
216	single	1	1	_-u
216	single	1	2	u-s.
216	single	1	3	s.-X
216	single	1	4	X-a.
216	single	1	5	a.-s.
216	single	1	6	s.-x
216	single	1	7	x-a
216	single	1	8	a-_
217	single	1	1	_-u
217	single	1	2	u-m
217	single	1	3	m-z
217	single	1	4	z-e
217	single	1	5	e-m
217	single	1	6	m-p
217	single	1	7	p-a
217	single	1	8	a-_
218	single	1	1	_-a
218	single	1	2	a-d
218	single	1	3	d-s.
218	single	1	4	s.-a.
218	single	1	5	a.-n
218	single	1	6	n-w
218	single	1	7	w-u
218	single	1	8	u-_
219	single	1	1	_-a
219	single	1	2	a-s.
219	single	1	3	s.-k
219	single	1	4	k-i
219	single	1	5	i-m
219	single	1	6	m-s
219	single	1	7	s-e
219	single	1	8	e-_
220	single	2	1	_-q
220	single	2	2	q-i.
220	single	2	3	i.-z
220	single	2	4	z-a
220	single	2	5	a-s
220	single	2	6	s-r
220	single	2	7	r-a.
220	single	2	8	a.-t.
220	single	2	9	t.-_
221	single	1	1	_-u
221	single	1	2	u-n
221	single	1	3	n-n
221	single	1	4	n-a.
221	single	1	5	a.-t.
221	single	1	6	t.-k
221	single	1	7	k-e
221	single	1	8	e-_
222	single	1	1	_-e
222	single	1	2	e-p
222	single	1	3	p-t.
222	single	1	4	t.-u.
222	single	1	5	u.-w
222	single	1	6	w-p
222	single	1	7	p-e
222	single	1	8	e-_
223	single	1	1	_-i
223	single	1	2	i-q
223	single	1	3	q-s
223	single	1	4	s-u
223	single	1	5	u-x
223	single	1	6	x-x
223	single	1	7	x-i
223	single	1	8	i-_
224	single	3	1	_-n
224	single	3	2	n-i.
224	single	3	3	i.-a.
224	single	3	4	a.-t.
224	single	3	5	t.-a.
224	single	3	6	a.-u.
224	single	3	7	u.-d
224	single	3	8	d-_
225	single	1	1	_-i
225	single	1	2	i-d
225	single	1	3	d-q
225	single	1	4	q-e.
225	single	1	5	e.-H
225	single	1	6	H-m
225	single	1	7	m-u
225	single	1	8	u-_
226	single	1	1	_-i
226	single	1	2	i-m
226	single	1	3	m-w
226	single	1	4	w-a.
226	single	1	5	a.-q
226	single	1	6	q-q
226	single	1	7	q-u.
226	single	1	8	u.-_
227	single	1	1	_-a
227	single	1	2	a-z
227	single	1	3	z-r
227	single	1	4	r-i.
227	single	1	5	i.-q
227	single	1	6	q-t.
227	single	1	7	t.-u.
227	single	1	8	u.-_
228	single	2	1	_-s.
228	single	2	2	s.-e.
228	single	2	3	e.-j
228	single	2	4	j-i.
228	single	2	5	i.-t.
228	single	2	6	t.-s.
228	single	2	7	s.-e.
228	single	2	8	e.-r
228	single	2	9	r-_
229	single	1	1	_-i
229	single	1	2	i-b
229	single	1	3	b-S
229	single	1	4	S-u.
229	single	1	5	u.-q
229	single	1	6	q-s
229	single	1	7	s-a
229	single	1	8	a-_
230	single	2	1	_-q
230	single	2	2	q-a.
230	single	2	3	a.-s
230	single	2	4	s-u
230	single	2	5	u-b
230	single	2	6	b-t.
230	single	2	7	t.-e.
230	single	2	8	e.-?
230	single	2	9	?-_
231	single	2	1	_-s.
231	single	2	2	s.-a.
231	single	2	3	a.-k
231	single	2	4	k-i
231	single	2	5	i-x
231	single	2	6	x-m
231	single	2	7	m-i.
231	single	2	8	i.-s.
231	single	2	9	s.-_
232	single	2	1	_-x
232	single	2	2	x-e.
232	single	2	3	e.-q
232	single	2	4	q-e.
232	single	2	5	e.-z
232	single	2	6	z-t
232	single	2	7	t-i
232	single	2	8	i-s.
232	single	2	9	s.-_
233	single	1	1	_-u
233	single	1	2	u-r
233	single	1	3	r-q
233	single	1	4	q-u.
233	single	1	5	u.-x
233	single	1	6	x-s.
233	single	1	7	s.-a.
233	single	1	8	a.-_
234	single	3	1	_-w
234	single	3	2	w-u
234	single	3	3	u-u
234	single	3	4	u-p
234	single	3	5	p-a.
234	single	3	6	a.-e.
234	single	3	7	e.-s.
234	single	3	8	s.-_
235	single	3	1	_-s.
235	single	3	2	s.-e.
235	single	3	3	e.-u.
235	single	3	4	u.-l
235	single	3	5	l-i
235	single	3	6	i-a
235	single	3	7	a-p
235	single	3	8	p-_
236	single	2	1	_-q
236	single	2	2	q-u.
236	single	2	3	u.-z
236	single	2	4	z-e
236	single	2	5	e-w
236	single	2	6	w-l
236	single	2	7	l-u.
236	single	2	8	u.-t.
236	single	2	9	t.-_
237	single	2	1	_-j
237	single	2	2	j-u.
237	single	2	3	u.-q
237	single	2	4	q-a.
237	single	2	5	a.-l
237	single	2	6	l-r
237	single	2	7	r-u
237	single	2	8	u-n
237	single	2	9	n-_
238	single	1	1	_-a
238	single	1	2	a-k
238	single	1	3	k-s.
238	single	1	4	s.-i.
238	single	1	5	i.-t
238	single	1	6	t-b
238	single	1	7	b-i
238	single	1	8	i-_
239	single	1	1	_-e
239	single	1	2	e-H
239	single	1	3	H-t.
239	single	1	4	t.-u.
239	single	1	5	u.-w
239	single	1	6	w-q
239	single	1	7	q-u.
239	single	1	8	u.-_
240	single	1	1	_-i
240	single	1	2	i-l
240	single	1	3	l-q
240	single	1	4	q-i.
240	single	1	5	i.-j
240	single	1	6	j-p
240	single	1	7	p-u
240	single	1	8	u-_
241	single	3	1	_-r
241	single	3	2	r-a.
241	single	3	3	a.-a.
241	single	3	4	a.-q
241	single	3	5	q-i.
241	single	3	6	i.-u.
241	single	3	7	u.-k
241	single	3	8	k-_
242	single	1	1	_-u
242	single	1	2	u-z
242	single	1	3	z-s.
242	single	1	4	s.-e.
242	single	1	5	e.-m
242	single	1	6	m-g
242	single	1	7	g-u
242	single	1	8	u-_
243	single	1	1	_-u
243	single	1	2	u-l
243	single	1	3	l-b
243	single	1	4	b-a
243	single	1	5	a-r
243	single	1	6	r-m
243	single	1	7	m-u
243	single	1	8	u-_
244	single	2	1	_-g
244	single	2	2	g-i.
244	single	2	3	i.-t.
244	single	2	4	t.-e.
244	single	2	5	e.-l
244	single	2	6	l-p
244	single	2	7	p-u
244	single	2	8	u-S
244	single	2	9	S-_
245	single	1	1	_-a
245	single	1	2	a-t
245	single	1	3	t-S
245	single	1	4	S-e.
245	single	1	5	e.-t.
245	single	1	6	t.-d
245	single	1	7	d-i
245	single	1	8	i-_
246	single	1	1	_-a
246	single	1	2	a-s
246	single	1	3	s-s.
246	single	1	4	s.-e.
246	single	1	5	e.-S
246	single	1	6	S-w
246	single	1	7	w-i
246	single	1	8	i-_
247	single	1	1	_-i
247	single	1	2	i-z
247	single	1	3	z-m
247	single	1	4	m-a.
247	single	1	5	a.-s.
247	single	1	6	s.-j
247	single	1	7	j-a
247	single	1	8	a-_
248	single	1	1	_-a
248	single	1	2	a-n
248	single	1	3	n-l
248	single	1	4	l-i
248	single	1	5	i-?
248	single	1	6	?-X
248	single	1	7	X-u
248	single	1	8	u-_
249	single	1	1	_-e
249	single	1	2	e-l
249	single	1	3	l-s.
249	single	1	4	s.-a.
249	single	1	5	a.-d
249	single	1	6	d-k
249	single	1	7	k-u
249	single	1	8	u-_
250	single	2	1	_-H
250	single	2	2	H-a.
250	single	2	3	a.-s.
250	single	2	4	s.-e.
250	single	2	5	e.-b
250	single	2	6	b-z
250	single	2	7	z-i
250	single	2	8	i-S
250	single	2	9	S-_
251	single	1	1	_-u
251	single	1	2	u-S
251	single	1	3	S-r
251	single	1	4	r-i.
251	single	1	5	i.-s.
251	single	1	6	s.-r
251	single	1	7	r-i
251	single	1	8	i-_
252	single	1	1	_-e
252	single	1	2	e-j
252	single	1	3	j-q
252	single	1	4	q-e.
252	single	1	5	e.-j
252	single	1	6	j-S
252	single	1	7	S-u
252	single	1	8	u-_
253	single	3	1	_-l
253	single	3	2	l-e.
253	single	3	3	e.-u.
253	single	3	4	u.-s.
253	single	3	5	s.-u.
253	single	3	6	u.-a.
253	single	3	7	a.-j
253	single	3	8	j-_
254	single	2	1	_-b
254	single	2	2	b-a
254	single	2	3	a-s
254	single	2	4	s-a.
254	single	2	5	a.-t.
254	single	2	6	t.-t.
254	single	2	7	t.-a.
254	single	2	8	a.-w
254	single	2	9	w-_
255	single	2	1	_-t.
255	single	2	2	t.-i.
255	single	2	3	i.-q
255	single	2	4	q-i.
255	single	2	5	i.-S
255	single	2	6	S-t.
255	single	2	7	t.-u.
255	single	2	8	u.-x
255	single	2	9	x-_
256	single	2	1	_-t.
256	single	2	2	t.-a.
256	single	2	3	a.-w
256	single	2	4	w-u
256	single	2	5	u-k
256	single	2	6	k-q
256	single	2	7	q-u.
256	single	2	8	u.-m
256	single	2	9	m-_
257	single	1	1	_-i
257	single	1	2	i-z
257	single	1	3	z-q
257	single	1	4	q-a.
257	single	1	5	a.-?
257	single	1	6	?-H
257	single	1	7	H-i
257	single	1	8	i-_
258	single	1	1	_-i
258	single	1	2	i-j
258	single	1	3	j-q
258	single	1	4	q-i.
258	single	1	5	i.-d
258	single	1	6	d-s
258	single	1	7	s-i
258	single	1	8	i-_
259	single	1	1	_-a
259	single	1	2	a-m
259	single	1	3	m-j
259	single	1	4	j-a.
259	single	1	5	a.-t.
259	single	1	6	t.-t.
259	single	1	7	t.-a.
259	single	1	8	a.-_
260	single	1	1	_-e
260	single	1	2	e-t
260	single	1	3	t-s.
260	single	1	4	s.-a.
260	single	1	5	a.-?
260	single	1	6	?-t.
260	single	1	7	t.-i.
260	single	1	8	i.-_
261	single	1	1	_-i
261	single	1	2	i-p
261	single	1	3	p-p
261	single	1	4	p-e.
261	single	1	5	e.-t.
261	single	1	6	t.-k
261	single	1	7	k-a
261	single	1	8	a-_
262	single	2	1	_-m
262	single	2	2	m-e.
262	single	2	3	e.-s.
262	single	2	4	s.-i.
262	single	2	5	i.-X
262	single	2	6	X-s.
262	single	2	7	s.-a.
262	single	2	8	a.-q
262	single	2	9	q-_
263	single	1	1	_-i
263	single	1	2	i-l
263	single	1	3	l-k
263	single	1	4	k-a
263	single	1	5	a-p
263	single	1	6	p-g
263	single	1	7	g-a
263	single	1	8	a-_
264	single	1	1	_-i
264	single	1	2	i-s
264	single	1	3	s-x
264	single	1	4	x-i.
264	single	1	5	i.-q
264	single	1	6	q-s.
264	single	1	7	s.-u.
264	single	1	8	u.-_
265	single	1	1	_-e
265	single	1	2	e-S
265	single	1	3	S-w
265	single	1	4	w-e.
265	single	1	5	e.-q
265	single	1	6	q-k
265	single	1	7	k-i
265	single	1	8	i-_
266	single	2	1	_-s.
266	single	2	2	s.-e.
266	single	2	3	e.-q
266	single	2	4	q-a.
266	single	2	5	a.-z
266	single	2	6	z-x
266	single	2	7	x-a.
