utterance_id	batch	pattern	word_spaced	word_script	diphone_count	diphones
228	single	2	s. e. j i. t. s. e. r	_s. e. j i. t. s. e. r_	9	_-s. s.-e. e.-j j-i. i.-t. t.-s. s.-e. e.-r r-_
229	single	1	i b S u. q s a	_i b S u. q s a_	8	_-i i-b b-S S-u. u.-q q-s s-a a-_
230	single	2	q a. s u b t. e. ?	_q a. s u b t. e. ?_	9	_-q q-a. a.-s s-u u-b b-t. t.-e. e.-? ?-_
231	single	2	s. a. k i x m i. s.	_s. a. k i x m i. s._	9	_-s. s.-a. a.-k k-i i-x x-m m-i. i.-s. s.-_
232	single	2	x e. q e. z t i s.	_x e. q e. z t i s._	9	_-x x-e. e.-q q-e. e.-z z-t t-i i-s. s.-_
233	single	1	u r q u. x s. a.	_u r q u. x s. a._	8	_-u u-r r-q q-u. u.-x x-s. s.-a. a.-_
234	single	3	w u u p a. e. s.	_w u u p a. e. s._	8	_-w w-u u-u u-p p-a. a.-e. e.-s. s.-_
235	single	3	s. e. u. l i a p	_s. e. u. l i a p_	8	_-s. s.-e. e.-u. u.-l l-i i-a a-p p-_
236	single	2	q u. z e w l u. t.	_q u. z e w l u. t._	9	_-q q-u. u.-z z-e e-w w-l l-u. u.-t. t.-_
237	single	2	j u. q a. l r u n	_j u. q a. l r u n_	9	_-j j-u. u.-q q-a. a.-l l-r r-u u-n n-_
238	single	1	a k s. i. t b i	_a k s. i. t b i_	8	_-a a-k k-s. s.-i. i.-t t-b b-i i-_
239	single	1	e H t. u. w q u.	_e H t. u. w q u._	8	_-e e-H H-t. t.-u. u.-w w-q q-u. u.-_
240	single	1	i l q i. j p u	_i l q i. j p u_	8	_-i i-l l-q q-i. i.-j j-p p-u u-_
241	single	3	r a. a. q i. u. k	_r a. a. q i. u. k_	8	_-r r-a. a.-a. a.-q q-i. i.-u. u.-k k-_
242	single	1	u z s. e. m g u	_u z s. e. m g u_	8	_-u u-z z-s. s.-e. e.-m m-g g-u u-_
243	single	1	u l b a r m u	_u l b a r m u_	8	_-u u-l l-b b-a a-r r-m m-u u-_
244	single	2	g i. t. e. l p u S	_g i. t. e. l p u S_	9	_-g g-i. i.-t. t.-e. e.-l l-p p-u u-S S-_
245	single	1	a t S e. t. d i	_a t S e. t. d i_	8	_-a a-t t-S S-e. e.-t. t.-d d-i i-_
246	single	1	a s s. e. S w i	_a s s. e. S w i_	8	_-a a-s s-s. s.-e. e.-S S-w w-i i-_
247	single	1	i z m a. s. j a	_i z m a. s. j a_	8	_-i i-z z-m m-a. a.-s. s.-j j-a a-_
248	single	1	a n l i ? X u	_a n l i ? X u_	8	_-a a-n n-l l-i i-? ?-X X-u u-_
249	single	1	e l s. a. d k u	_e l s. a. d k u_	8	_-e e-l l-s. s.-a. a.-d d-k k-u u-_
250	single	2	H a. s. e. b z i S	_H a. s. e. b z i S_	9	_-H H-a. a.-s. s.-e. e.-b b-z z-i i-S S-_
251	single	1	u S r i. s. r i	_u S r i. s. r i_	8	_-u u-S S-r r-i. i.-s. s.-r r-i i-_
252	single	1	e j q e. j S u	_e j q e. j S u_	8	_-e e-j j-q q-e. e.-j j-S S-u u-_
253	single	3	l e. u. s. u. a. j	_l e. u. s. u. a. j_	8	_-l l-e. e.-u. u.-s. s.-u. u.-a. a.-j j-_
254	single	2	b a s a. t. t. a. w	_b a s a. t. t. a. w_	9	_-b b-a a-s s-a. a.-t. t.-t. t.-a. a.-w w-_
255	single	2	t. i. q i. S t. u. x	_t. i. q i. S t. u. x_	9	_-t. t.-i. i.-q q-i. i.-S S-t. t.-u. u.-x x-_
256	single	2	t. a. w u k q u. m	_t. a. w u k q u. m_	9	_-t. t.-a. a.-w w-u u-k k-q q-u. u.-m m-_
257	single	1	i z q a. ? H i	_i z q a. ? H i_	8	_-i i-z z-q q-a. a.-? ?-H H-i i-_
258	single	1	i j q i. d s i	_i j q i. d s i_	8	_-i i-j j-q q-i. i.-d d-s s-i i-_
259	single	1	a m j a. t. t. a.	_a m j a. t. t. a._	8	_-a a-m m-j j-a. a.-t. t.-t. t.-a. a.-_
260	single	1	e t s. a. ? t. i.	_e t s. a. ? t. i._	8	_-e e-t t-s. s.-a. a.-? ?-t. t.-i. i.-_
261	single	1	i p p e. t. k a	_i p p e. t. k a_	8	_-i i-p p-p p-e. e.-t. t.-k k-a a-_
262	single	2	m e. s. i. X s. a. q	_m e. s. i. X s. a. q_	9	_-m m-e. e.-s. s.-i. i.-X X-s. s.-a. a.-q q-_
263	single	1	i l k a p g a	_i l k a p g a_	8	_-i i-l l-k k-a a-p p-g g-a a-_
264	single	1	i s x i. q s. u.	_i s x i. q s. u._	8	_-i i-s s-x x-i. i.-q q-s. s.-u. u.-_
265	single	1	e S w e. q k i	_e S w e. q k i_	8	_-e e-S S-w w-e. e.-q q-k k-i i-_
266	single	2	s. e. q a. z x a. q	_s. e. q a. z x a. q_	9	_-s. s.-e. e.-q q-a. a.-z z-x x-a. a.-q q-_
267	single	1	e l q i. t s. i.	_e l q i. t s. i._	8	_-e e-l l-q q-i. i.-t t-s. s.-i. i.-_
268	single	2	s u. t. i. s t. i. H	_s u. t. i. s t. i. H_	9	_-s s-u. u.-t. t.-i. i.-s s-t. t.-i. i.-H H-_
269	single	1	e n q i. X w e	_e n q i. X w e_	8	_-e e-n n-q q-i. i.-X X-w w-e e-_
270	single	2	j a. t. i. d l a X	_j a. t. i. d l a X_	9	_-j j-a. a.-t. t.-i. i.-d d-l l-a a-X X-_
271	single	2	l i. t. a. H s. i. S	_l i. t. a. H s. i. S_	9	_-l l-i. i.-t. t.-a. a.-H H-s. s.-i. i.-S S-_
272	single	1	a x d u r k u	_a x d u r k u_	8	_-a a-x x-d d-u u-r r-k k-u u-_
273	single	2	s. i. x a k r e. q	_s. i. x a k r e. q_	9	_-s. s.-i. i.-x x-a a-k k-r r-e. e.-q q-_
274	single	1	e H p i. s. S i	_e H p i. s. S i_	8	_-e e-H H-p p-i. i.-s. s.-S S-i i-_
275	single	2	b e. t. i. w j i. t.	_b e. t. i. w j i. t._	9	_-b b-e. e.-t. t.-i. i.-w w-j j-i. i.-t. t.-_
276	single	1	i t t. u. l ? a	_i t t. u. l ? a_	8	_-i i-t t-t. t.-u. u.-l l-? ?-a a-_
277	single	1	e b s. i. n m a	_e b s. i. n m a_	8	_-e e-b b-s. s.-i. i.-n n-m m-a a-_
278	single	1	e b m u. q p e	_e b m u. q p e_	8	_-e e-b b-m m-u. u.-q q-p p-e e-_
279	single	2	t. a. H i. t. j i. q	_t. a. H i. t. j i. q_	9	_-t. t.-a. a.-H H-i. i.-t. t.-j j-i. i.-q q-_
280	single	1	a x q a. k x a	_a x q a. k x a_	8	_-a a-x x-q q-a. a.-k k-x x-a a-_
281	single	1	e t. g e. t. r u	_e t. g e. t. r u_	8	_-e e-t. t.-g g-e. e.-t. t.-r r-u u-_
282	single	1	a m b i. t. x i	_a m b i. t. x i_	8	_-a a-m m-b b-i. i.-t. t.-x x-i i-_
283	single	2	j i. t. a. l H a. t.	_j i. t. a. l H a. t._	9	_-j j-i. i.-t. t.-a. a.-l l-H H-a. a.-t. t.-_
284	single	1	e g s. i. j x u	_e g s. i. j x u_	8	_-e e-g g-s. s.-i. i.-j j-x x-u u-_
285	single	1	i b s e. s. x a	_i b s e. s. x a_	8	_-i i-b b-s s-e. e.-s. s.-x x-a a-_
286	single	1	e s H a n k a	_e s H a n k a_	8	_-e e-s s-H H-a a-n n-k k-a a-_
287	single	1	u k j a k X e	_u k j a k X e_	8	_-u u-k k-j j-a a-k k-X X-e e-_
288	single	2	r e. t. u. b s. a. g	_r e. t. u. b s. a. g_	9	_-r r-e. e.-t. t.-u. u.-b b-s. s.-a. a.-g g-_
289	single	2	n u. s. i. n S i j	_n u. s. i. n S i j_	9	_-n n-u. u.-s. s.-i. i.-n n-S S-i i-j j-_
290	single	1	e r z a ? s i	_e r z a ? s i_	8	_-e e-r r-z z-a a-? ?-s s-i i-_
291	single	1	u w ? e ? d u	_u w ? e ? d u_	8	_-u u-w w-? ?-e e-? ?-d d-u u-_
292	single	1	u t ? u b w u	_u t ? u b w u_	8	_-u u-t t-? ?-u u-b b-w w-u u-_
293	single	1	a H s. e. k d a	_a H s. e. k d a_	8	_-a a-H H-s. s.-e. e.-k k-d d-a a-_
294	single	1	u s p i x g i	_u s p i x g i_	8	_-u u-s s-p p-i i-x x-g g-i i-_
295	single	1	a m q i. r d i	_a m q i. r d i_	8	_-a a-m m-q q-i. i.-r r-d d-i i-_
296	single	1	i j z e. t. ? e	_i j z e. t. ? e_	8	_-i i-j j-z z-e. e.-t. t.-? ?-e e-_
297	single	1	a ? q a. t H u	_a ? q a. t H u_	8	_-a a-? ?-q q-a. a.-t t-H H-u u-_
298	single	1	u l t a b g a	_u l t a b g a_	8	_-u u-l l-t t-a a-b b-g g-a a-_
299	single	1	a ? q a. X l a	_a ? q a. X l a_	8	_-a a-? ?-q q-a. a.-X X-l l-a a-_
300	single	1	u p b i s S a	_u p b i s S a_	8	_-u u-p p-b b-i i-s s-S S-a a-_
301	single	1	a q ? e. q j e	_a q ? e. q j e_	8	_-a a-q q-? ?-e. e.-q q-j j-e e-_
302	single	1	i n t. a. l s u	_i n t. a. l s u_	8	_-i i-n n-t. t.-a. a.-l l-s s-u u-_
303	single	1	e g X i d n u	_e g X i d n u_	8	_-e e-g g-X X-i i-d d-n n-u u-_
304	single	1	e s. w i. t. s. e.	_e s. w i. t. s. e._	8	_-e e-s. s.-w w-i. i.-t. t.-s. s.-e. e.-_
305	single	1	u S s. e. t n a	_u S s. e. t n a_	8	_-u u-S S-s. s.-e. e.-t t-n n-a a-_
306	single	1	e t. q e. X t i	_e t. q e. X t i_	8	_-e e-t. t.-q q-e. e.-X X-t t-i i-_
307	single	2	H u. t. a. g d e q	_H u. t. a. g d e q_	9	_-H H-u. u.-t. t.-a. a.-g g-d d-e e-q q-_
308	single	1	a ? l a w s e	_a ? l a w s e_	8	_-a a-? ?-l l-a a-w w-s s-e e-_
309	single	1	u w n u X H a	_u w n u X H a_	8	_-u u-w w-n n-u u-X X-H H-a a-_
310	single	1	i d s e. s. m a	_i d s e. s. m a_	8	_-i i-d d-s s-e. e.-s. s.-m m-a a-_
311	single	1	a r p u. s. g i	_a r p u. s. g i_	8	_-a a-r r-p p-u. u.-s. s.-g g-i i-_
312	single	3	t. i. e. d a i s.	_t. i. e. d a i s._	8	_-t. t.-i. i.-e. e.-d d-a a-i i-s. s.-_
313	single	1	u z l u n X e	_u z l u n X e_	8	_-u u-z z-l l-u u-n n-X X-e e-_
314	single	1	e b k i H z a	_e b k i H z a_	8	_-e e-b b-k k-i i-H H-z z-a a-_
315	single	1	i g q e. q w e	_i g q e. q w e_	8	_-i i-g g-q q-e. e.-q q-w w-e e-_
316	single	1	u n d e k l a	_u n d e k l a_	8	_-u u-n n-d d-e e-k k-l l-a a-_
317	single	1	u x k e l j u	_u x k e l j u_	8	_-u u-x x-k k-e e-l l-j j-u u-_
318	single	1	e r s e H j u	_e r s e H j u_	8	_-e e-r r-s s-e e-H H-j j-u u-_
319	single	3	q i. i. x e u k	_q i. i. x e u k_	8	_-q q-i. i.-i. i.-x x-e e-u u-k k-_
320	single	1	e d X i. t. w a	_e d X i. t. w a_	8	_-e e-d d-X X-i. i.-t. t.-w w-a a-_
321	single	1	u X x u. s. t a	_u X x u. s. t a_	8	_-u u-X X-x x-u. u.-s. s.-t t-a a-_
322	single	1	u p t. e. p b u	_u p t. e. p b u_	8	_-u u-p p-t. t.-e. e.-p p-b b-u u-_
323	single	1	e X d a g w a	_e X d a g w a_	8	_-e e-X X-d d-a a-g g-w w-a a-_
324	single	1	e g H e ? j e	_e g H e ? j e_	8	_-e e-g g-H H-e e-? ?-j j-e e-_
325	single	1	a m n a S z i	_a m n a S z i_	8	_-a a-m m-n n-a a-S S-z z-i i-_
326	single	1	i X s e s g u	_i X s e s g u_	8	_-i i-X X-s s-e e-s s-g g-u u-_
327	single	1	e j s u. s. b u	_e j s u. s. b u_	8	_-e e-j j-s s-u. u.-s. s.-b b-u u-_
328	single	2	H u. q a. j m a w	_H u. q a. j m a w_	9	_-H H-u. u.-q q-a. a.-j j-m m-a a-w w-_
329	single	1	u l t e z k e	_u l t e z k e_	8	_-u u-l l-t t-e e-z z-k k-e e-_
330	single	1	a p r a w m a	_a p r a w m a_	8	_-a a-p p-r r-a a-w w-m m-a a-_
331	single	1	e w n u. s. z a	_e w n u. s. z a_	8	_-e e-w w-n n-u. u.-s. s.-z z-a a-_
332	single	1	a w m u s b e	_a w m u s b e_	8	_-a a-w w-m m-u u-s s-b b-e e-_
333	single	2	? i. t. u. r t u b	_? i. t. u. r t u b_	9	_-? ?-i. i.-t. t.-u. u.-r r-t t-u u-b b-_
334	single	1	a t. q e. w g u	_a t. q e. w g u_	8	_-a a-t. t.-q q-e. e.-w w-g g-u u-_
335	single	2	S a. q e. t j e j	_S a. q e. t j e j_	9	_-S S-a. a.-q q-e. e.-t t-j j-e e-j j-_
336	single	1	u n s. i. ? n e	_u n s. i. ? n e_	8	_-u u-n n-s. s.-i. i.-? ?-n n-e e-_
337	single	2	X e. s. a. d g a r	_X e. s. a. d g a r_	9	_-X X-e. e.-s. s.-a. a.-d d-g g-a a-r r-_
338	single	1	a p z i. t. g a	_a p z i. t. g a_	8	_-a a-p p-z z-i. i.-t. t.-g g-a a-_
339	single	1	a p j u r r u	_a p j u r r u_	8	_-a a-p p-j j-u u-r r-r r-u u-_
340	single	2	p i. q a. p s. a. b	_p i. q a. p s. a. b_	9	_-p p-i. i.-q q-a. a.-p p-s. s.-a. a.-b b-_
341	single	1	e l n i. q q a.	_e l n i. q q a._	8	_-e e-l l-n n-i. i.-q q-q q-a. a.-_
342	single	1	e X s a k ? e	_e X s a k ? e_	8	_-e e-X X-s s-a a-k k-? ?-e e-_
343	single	1	a s. s. a. g z i	_a s. s. a. g z i_	8	_-a a-s. s.-s. s.-a. a.-g g-z z-i i-_
344	single	1	u S b a d ? u	_u S b a d ? u_	8	_-u u-S S-b b-a a-d d-? ?-u u-_
345	single	1	e w s. u. H d i	_e w s. u. H d i_	8	_-e e-w w-s. s.-u. u.-H H-d d-i i-_
346	single	1	u j k a s j i	_u j k a s j i_	8	_-u u-j j-k k-a a-s s-j j-i i-_
347	single	1	a X g a. q r a	_a X g a. q r a_	8	_-a a-X X-g g-a. a.-q q-r r-a a-_
348	single	1	u ? s. u. S ? e	_u ? s. u. S ? e_	8	_-u u-? ?-s. s.-u. u.-S S-? ?-e e-_
349	single	1	i g z u r l a	_i g z u r l a_	8	_-i i-g g-z z-u u-r r-l l-a a-_
350	single	1	a k s. u. d S u	_a k s. u. d S u_	8	_-a a-k k-s. s.-u. u.-d d-S S-u u-_
351	single	1	i H x a x r a	_i H x a x r a_	8	_-i i-H H-x x-a a-x x-r r-a a-_
352	single	1	u q t. e. S m u	_u q t. e. S m u_	8	_-u u-q q-t. t.-e. e.-S S-m m-u u-_
353	single	1	a X q i. g p e	_a X q i. g p e_	8	_-a a-X X-q q-i. i.-g g-p p-e e-_
354	single	1	u t. n i g m i	_u t. n i g m i_	8	_-u u-t. t.-n n-i i-g g-m m-i i-_
355	single	1	i w H a z b i	_i w H a z b i_	8	_-i i-w w-H H-a a-z z-b b-i i-_
356	single	1	a x r i n s a	_a x r i n s a_	8	_-a a-x x-r r-i i-n n-s s-a a-_
357	single	1	u p X a m d i	_u p X a m d i_	8	_-u u-p p-X X-a a-m m-d d-i i-_
358	single	1	u S t. i. m X e	_u S t. i. m X e_	8	_-u u-S S-t. t.-i. i.-m m-X X-e e-_
359	single	1	u g g i p s u	_u g g i p s u_	8	_-u u-g g-g g-i i-p p-s s-u u-_
360	single	2	q u. j u. t. b i t	_q u. j u. t. b i t_	9	_-q q-u. u.-j j-u. u.-t. t.-b b-i i-t t-_
361	single	1	e n s. a. S p a	_e n s. a. S p a_	8	_-e e-n n-s. s.-a. a.-S S-p p-a a-_
362	single	1	a k s u H r i	_a k s u H r i_	8	_-a a-k k-s s-u u-H H-r r-i i-_
363	single	1	e x x a d j a	_e x x a d j a_	8	_-e e-x x-x x-a a-d d-j j-a a-_
364	single	1	e b p e j b u	_e b p e j b u_	8	_-e e-b b-p p-e e-j j-b b-u u-_
365	single	1	a b X i. s. t. a.	_a b X i. s. t. a._	8	_-a a-b b-X X-i. i.-s. s.-t. t.-a. a.-_
366	single	1	i s. q e. ? b a	_i s. q e. ? b a_	8	_-i i-s. s.-q q-e. e.-? ?-b b-a a-_
367	single	1	e x d e H S a	_e x d e H S a_	8	_-e e-x x-d d-e e-H H-S S-a a-_
368	single	1	u t m i. t. X a	_u t m i. t. X a_	8	_-u u-t t-m m-i. i.-t. t.-X X-a a-_
369	single	1	u ? z e p k e	_u ? z e p k e_	8	_-u u-? ?-z z-e e-p p-k k-e e-_
370	single	2	t e q i. w t. u. g	_t e q i. w t. u. g_	9	_-t t-e e-q q-i. i.-w w-t. t.-u. u.-g g-_
371	single	1	a r q u. p d u	_a r q u. p d u_	8	_-a a-r r-q q-u. u.-p p-d d-u u-_
372	single	1	i r S a d j u	_i r S a d j u_	8	_-i i-r r-S S-a a-d d-j j-u u-_
373	single	1	i H n a. s. H a	_i H n a. s. H a_	8	_-i i-H H-n n-a. a.-s. s.-H H-a a-_
374	single	1	i d S e. s. k a	_i d S e. s. k a_	8	_-i i-d d-S S-e. e.-s. s.-k k-a a-_
375	single	1	e m l a b d u	_e m l a b d u_	8	_-e e-m m-l l-a a-b b-d d-u u-_
376	single	1	a l m i X k e	_a l m i X k e_	8	_-a a-l l-m m-i i-X X-k k-e e-_
377	single	1	e d z a g H i	_e d z a g H i_	8	_-e e-d d-z z-a a-g g-H H-i i-_
378	single	1	e z S e l w e	_e z S e l w e_	8	_-e e-z z-S S-e e-l l-w w-e e-_
379	single	1	u d t u j j e	_u d t u j j e_	8	_-u u-d d-t t-u u-j j-j j-e e-_
380	single	1	u w r e z H e	_u w r e z H e_	8	_-u u-w w-r r-e e-z z-H H-e e-_
381	single	1	a s x e. q X a	_a s x e. q X a_	8	_-a a-s s-x x-e. e.-q q-X X-a a-_
382	single	1	e X S i g S e	_e X S i g S e_	8	_-e e-X X-S S-i i-g g-S S-e e-_
383	single	1	a S g u x w e	_a S g u x w e_	8	_-a a-S S-g g-u u-x x-w w-e e-_
384	single	1	u ? p a k b e	_u ? p a k b e_	8	_-u u-? ?-p p-a a-k k-b b-e e-_
385	single	1	a S s. e. d w i	_a S s. e. d w i_	8	_-a a-S S-s. s.-e. e.-d d-w w-i i-_
386	single	1	e k s u t r u	_e k s u t r u_	8	_-e e-k k-s s-u u-t t-r r-u u-_
387	single	1	u X ? e. s. s e	_u X ? e. s. s e_	8	_-u u-X X-? ?-e. e.-s. s.-s s-e e-_
388	single	1	e H w u r r e	_e H w u r r e_	8	_-e e-H H-w w-u u-r r-r r-e e-_
389	single	1	u t. l e b l a	_u t. l e b l a_	8	_-u u-t. t.-l l-e e-b b-l l-a a-_
390	single	1	i l w u t t e	_i l w u t t e_	8	_-i i-l l-w w-u u-t t-t t-e e-_
391	single	1	a d q a. r t. u.	_a d q a. r t. u._	8	_-a a-d d-q q-a. a.-r r-t. t.-u. u.-_
392	single	1	e H q u. H g u	_e H q u. H g u_	8	_-e e-H H-q q-u. u.-H H-g g-u u-_
393	single	1	e q b i X j a	_e q b i X j a_	8	_-e e-q q-b b-i i-X X-j j-a a-_
394	single	1	u t. t a H ? e	_u t. t a H ? e_	8	_-u u-t. t.-t t-a a-H H-? ?-e e-_
395	single	2	p a. t. i. m l e. s.	_p a. t. i. m l e. s._	9	_-p p-a. a.-t. t.-i. i.-m m-l l-e. e.-s. s.-_
396	single	1	a s d a H w u	_a s d a H w u_	8	_-a a-s s-d d-a a-H H-w w-u u-_
397	single	1	e q n e l d u	_e q n e l d u_	8	_-e e-q q-n n-e e-l l-d d-u u-_
398	single	1	u x H u x j u	_u x H u x j u_	8	_-u u-x x-H H-u u-x x-j j-u u-_
399	single	1	u g q u. j b i	_u g q u. j b i_	8	_-u u-g g-q q-u. u.-j j-b b-i i-_
400	single	1	e b b i z w u	_e b b i z w u_	8	_-e e-b b-b b-i i-z z-w w-u u-_
401	single	1	i m n i d ? i	_i m n i d ? i_	8	_-i i-m m-n n-i i-d d-? ?-i i-_
402	single	1	i s t a g g a	_i s t a g g a_	8	_-i i-s s-t t-a a-g g-g g-a a-_
403	single	2	q u. X u S d u g	_q u. X u S d u g_	9	_-q q-u. u.-X X-u u-S S-d d-u u-g g-_
404	single	1	u ? k a t ? e	_u ? k a t ? e_	8	_-u u-? ?-k k-a a-t t-? ?-e e-_
405	single	1	i X p a. q S a	_i X p a. q S a_	8	_-i i-X X-p p-a. a.-q q-S S-a a-_
406	single	1	u x p i j X u	_u x p i j X u_	8	_-u u-x x-p p-i i-j j-X X-u u-_
407	single	1	u X p i n j u	_u X p i n j u_	8	_-u u-X X-p p-i i-n n-j j-u u-_
408	single	1	a l t. a. k t u	_a l t. a. k t u_	8	_-a a-l l-t. t.-a. a.-k k-t t-u u-_
409	single	1	u x t i p r e	_u x t i p r e_	8	_-u u-x x-t t-i i-p p-r r-e e-_
410	single	1	i z n i g n i	_i z n i g n i_	8	_-i i-z z-n n-i i-g g-n n-i i-_
411	single	1	a t H i. t. d e	_a t H i. t. d e_	8	_-a a-t t-H H-i. i.-t. t.-d d-e e-_
412	single	1	a k S i l z a	_a k S i l z a_	8	_-a a-k k-S S-i i-l l-z z-a a-_
413	single	1	i j n u z j i	_i j n u z j i_	8	_-i i-j j-n n-u u-z z-j j-i i-_
414	single	1	a t x i s w i	_a t x i s w i_	8	_-a a-t t-x x-i i-s s-w w-i i-_
415	single	1	a s H a z g a	_a s H a z g a_	8	_-a a-s s-H H-a a-z z-g g-a a-_
416	single	1	u p t i k b e	_u p t i k b e_	8	_-u u-p p-t t-i i-k k-b b-e e-_
417	single	1	i s q u. j S i	_i s q u. j S i_	8	_-i i-s s-q q-u. u.-j j-S S-i i-_
418	single	1	a t z a X q a.	_a t z a X q a._	8	_-a a-t t-z z-a a-X X-q q-a. a.-_
419	single	1	a p q u. g S i	_a p q u. g S i_	8	_-a a-p p-q q-u. u.-g g-S S-i i-_
420	single	1	i S j a X w a	_i S j a X w a_	8	_-i i-S S-j j-a a-X X-w w-a a-_
421	single	2	s. i. H i ? g u. s.	_s. i. H i ? g u. s._	9	_-s. s.-i. i.-H H-i i-? ?-g g-u. u.-s. s.-_
422	single	1	a x b e. t. k i	_a x b e. t. k i_	8	_-a a-x x-b b-e. e.-t. t.-k k-i i-_
423	single	1	a S t e ? ? u	_a S t e ? ? u_	8	_-a a-S S-t t-e e-? ?-? ?-u u-_
424	single	1	a t t e l X u	_a t t e l X u_	8	_-a a-t t-t t-e e-l l-X X-u u-_
425	single	1	i g ? a s ? a	_i g ? a s ? a_	8	_-i i-g g-? ?-a a-s s-? ?-a a-_
426	single	1	e q j u l S u	_e q j u l S u_	8	_-e e-q q-j j-u u-l l-S S-u u-_
427	single	1	u z X e. q H e	_u z X e. q H e_	8	_-u u-z z-X X-e. e.-q q-H H-e e-_
428	single	1	e x q u. b S i	_e x q u. b S i_	8	_-e e-x x-q q-u. u.-b b-S S-i i-_
429	single	1	a l x a l g e	_a l x a l g e_	8	_-a a-l l-x x-a a-l l-g g-e e-_
430	single	1	u t l a ? x u	_u t l a ? x u_	8	_-u u-t t-l l-a a-? ?-x x-u u-_
431	single	1	e z q u. b H i	_e z q u. b H i_	8	_-e e-z z-q q-u. u.-b b-H H-i i-_
432	single	1	e S ? i. s. w a	_e S ? i. s. w a_	8	_-e e-S S-? ?-i. i.-s. s.-w w-a a-_
433	single	1	i X t i ? w u	_i X t i ? w u_	8	_-i i-X X-t t-i i-? ?-w w-u u-_
434	single	1	a l t u g t u	_a l t u g t u_	8	_-a a-l l-t t-u u-g g-t t-u u-_
435	single	1	e p t. a. H X i	_e p t. a. H X i_	8	_-e e-p p-t. t.-a. a.-H H-X X-i i-_
436	single	1	i w q i. p j a	_i w q i. p j a_	8	_-i i-w w-q q-i. i.-p p-j j-a a-_
437	single	1	a d S u. q x i	_a d S u. q x i_	8	_-a a-d d-S S-u. u.-q q-x x-i i-_
438	single	1	e k t. a. w n u	_e k t. a. w n u_	8	_-e e-k k-t. t.-a. a.-w w-n n-u u-_
439	single	1	u m b u. s. w i	_u m b u. s. w i_	8	_-u u-m m-b b-u. u.-s. s.-w w-i i-_
440	single	1	i z t. i. X l i	_i z t. i. X l i_	8	_-i i-z z-t. t.-i. i.-X X-l l-i i-_
441	single	1	a S t. e. b n i	_a S t. e. b n i_	8	_-a a-S S-t. t.-e. e.-b b-n n-i i-_
442	single	1	u g x e. s. r e	_u g x e. s. r e_	8	_-u u-g g-x x-e. e.-s. s.-r r-e e-_
443	single	1	e d x e n t i	_e d x e n t i_	8	_-e e-d d-x x-e e-n n-t t-i i-_
444	single	1	i x b i ? t u	_i x b i ? t u_	8	_-i i-x x-b b-i i-? ?-t t-u u-_
445	single	1	e j w u p r u	_e j w u p r u_	8	_-e e-j j-w w-u u-p p-r r-u u-_
446	single	1	u r S e p p e	_u r S e p p e_	8	_-u u-r r-S S-e e-p p-p p-e e-_
447	single	1	a H t. a. s g i	_a H t. a. s g i_	8	_-a a-H H-t. t.-a. a.-s s-g g-i i-_
448	single	1	u m j i m p u	_u m j i m p u_	8	_-u u-m m-j j-i i-m m-p p-u u-_
449	single	1	u x n u b g u	_u x n u b g u_	8	_-u u-x x-n n-u u-b b-g g-u u-_
450	single	1	a H g a p m e	_a H g a p m e_	8	_-a a-H H-g g-a a-p p-m m-e e-_
451	single	1	u H j u w b u	_u H j u w b u_	8	_-u u-H H-j j-u u-w w-b b-u u-_
452	single	3	r u i k a i p	_r u i k a i p_	8	_-r r-u u-i i-k k-a a-i i-p p-_
453	single	1	e b p i X z i	_e b p i X z i_	8	_-e e-b b-p p-i i-X X-z z-i i-_
454	single	1	u d t. e. ? m i	_u d t. e. ? m i_	8	_-u u-d d-t. t.-e. e.-? ?-m m-i i-_
455	single	1	e s l e. q r e	_e s l e. q r e_	8	_-e e-s s-l l-e. e.-q q-r r-e e-_
456	single	1	e H x a n x u	_e H x a n x u_	8	_-e e-H H-x x-a a-n n-x x-u u-_
457	single	3	l i e b i e H	_l i e b i e H_	8	_-l l-i i-e e-b b-i i-e e-H H-_
458	single	1	a z z i. q S i	_a z z i. q S i_	8	_-a a-z z-z z-i. i.-q q-S S-i i-_
459	single	1	u m X u S p i	_u m X u S p i_	8	_-u u-m m-X X-u u-S S-p p-i i-_
460	single	1	i H m a X m a	_i H m a X m a_	8	_-i i-H H-m m-a a-X X-m m-a a-_
461	single	1	a n S a l b a	_a n S a l b a_	8	_-a a-n n-S S-a a-l l-b b-a a-_
462	single	3	w a e m i i X	_w a e m i i X_	8	_-w w-a a-e e-m m-i i-i i-X X-_
463	single	1	u b j a z ? i	_u b j a z ? i_	8	_-u u-b b-j j-a a-z z-? ?-i i-_
464	single	1	u m x u. s. l i	_u m x u. s. l i_	8	_-u u-m m-x x-u. u.-s. s.-l l-i i-_
465	single	1	u d p a g w u	_u d p a g w u_	8	_-u u-d d-p p-a a-g g-w w-u u-_
466	single	1	a k H e. s. n i	_a k H e. s. n i_	8	_-a a-k k-H H-e. e.-s. s.-n n-i i-_
467	single	1	a k n a g n a	_a k n a g n a_	8	_-a a-k k-n n-a a-g g-n n-a a-_
468	single	1	e x l u l H u	_e x l u l H u_	8	_-e e-x x-l l-u u-l l-H H-u u-_
469	single	1	u s j u k X i	_u s j u k X i_	8	_-u u-s s-j j-u u-k k-X X-i i-_
470	single	1	e X j e. s. ? a	_e X j e. s. ? a_	8	_-e e-X X-j j-e. e.-s. s.-? ?-a a-_
